id,customer_message,brand_reply,sampling_reason,label_intent,label_confidence,label_escalate,label_escalation_reason,human_verified,human_intent,human_escalate,notes
163,"J'ai fait 1 commande le 04/11 qui est annoncée livrée le 07/11. nous sommes le 08/11, @120533  où est ma commande s'il vous plait ?????????????????","@627176 Bonsoir, je suis sincèrement navrée d'apprendre cela  :/
 Votre dossier est-il actuellement pris en charge par notre SAV?^FT",has_order_numbers,ORDER_STATUS,0.97,False,,True,ORDER_STATUS,False,fallback-to-autolabel
164,@115851 @115850 @1840 I need you people to look into the matter as I am going to lodge a complaint in the Consumer Forum too..,@184027 We've responded to you here: https://t.co/zulz14jbt3 kindly take a look. ^MS,has_order_numbers,CUSTOMER_COMPLAINT,0.96,True,Customer threatens legal action by mentioning filing a complaint with the Consumer Forum,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
165,@AmazonHelp 10th oct 2017 was delivery date. I placed the order on 12th sept 17,@311360 Was the item sold by Amazon or one of our sellers. You can find out here: https://t.co/JzP7hlA23B ^JZ,has_order_numbers,ORDER_STATUS,0.96,False,Not a complaint or urgent issue; user is asking about delivery timing.,True,ORDER_STATUS,False,fallback-to-autolabel
166,"My prediction was correct. Hermes ""guaranteed"" delivery by 8PM today. It's now 8.20PM and no package. You might want to sort out your courier choices, @115830.",@235304 I'm sorry for the trouble! Have you received an update for the order: https://t.co/aaDyEz1VgE? ^LR,has_order_numbers,DELIVERY_ISSUE,0.96,False,"Standard delivery complaint, no legal threat or payment dispute",True,DELIVERY_ISSUE,False,fallback-to-autolabel
167,"@56055 @2600 Faz bem. :~ Nunca mais compro nada na Amazon France. Nunca mais mesmo. Pra devolver os livros é um saco $, nem vale a pena.","@511296 Sentimos muito o acontecido com o seus pedidos. Realmente queremos verificar o seu caso mais detalhadamente, por isso1/2",has_order_numbers,CUSTOMER_COMPLAINT,0.92,False,Angry customer but no legal threat or payment dispute,True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
168,Amazon is actually down right now. @115821 @118919,"@266392 I see that the Amazon's mobile application is working absolutely fine. If you are unable to access try uninstalling the App and reinstall. If you still have any concerns, please keep us posted. ^MD",has_order_numbers,TECHNICAL_ISSUE,0.96,False,Not a legal threat or high‑severity issue; user reports a service outage.,True,TECHNICAL_ISSUE,False,fallback-to-autolabel
169,I have 9 devices registered with my Echo so why can't I create any Scenes with them? @115833 https://t.co/bRzJ87YTbC,@122915 Hi Mike- What seems to be the issue? ^NV,question_message,TECHNICAL_ISSUE,0.96,False,,True,TECHNICAL_ISSUE,False,fallback-to-autolabel
170,"@AmazonHelp Si, pero es que además de eso me cobran un importe similar por la tasa de importación....será que el impuesto esta duplicado? https://t.co/hrXchmgbqi","@766658 Gracias por la información Gustavo, ¿has verificado que en la cesta y la tramitación de tu pedido solo esté el artículo que deseas comprar y que este no esté duplicado por ejemplo en cantidad, es decir que se hayan añadido dos unidades o más del producto? ^MZ",question_message,PAYMENT_ISSUE,0.96,True,"Customer suspects duplicate import tax charge, indicating a payment dispute",True,PAYMENT_ISSUE,True,fallback-to-autolabel
171,"@AmazonHelp Toujours rien, normal?",@135810 Votre demande est prise en charge par le service concerné et vous serez contacté par e-mail une fois qu'elle est traitée. ^ASZ,question_message,ORDER_STATUS,0.3,False,labeling error,True,ORDER_STATUS,False,fallback-to-autolabel
172,@AmazonHelp Ah dommage je n'achèterais pas alors. Vous ne savez pas si vous en aurez à nouveau en stock ? (vu que ce sont les nouveaux ipad pro).,@150780 Nous n'avons malheureusement pas de visibilité dessus pour l'instant. Restez connectée :) ce sera mis à jour dès qu'il y a du nouveau.,question_message,CUSTOMER_COMPLAINT,0.72,False,"User expresses disappointment and asks about stock availability, not a clear match to other intents.",True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
173,@115850 what happened to my order and as claimed it was not attempted to deliver on Monday. When i can expect it?,@293716 I'm sorry for the delay. Please connect with our support team here: https://t.co/2t6DQoUmNZ for assistance. ^RW,question_message,ORDER_STATUS,0.93,False,Not required; customer is asking for delivery update without anger or legal threat.,True,ORDER_STATUS,False,fallback-to-autolabel
174,"@115830 why do I have a notification telling me my parcel has been delivered, ""handed to the resident"" at my address when it hasn't been? I've been here all day. Nobody has attempted to deliver anything.",@791116 I'm so terribly sorry for the inconvenience. Please try the steps listed here: https://t.co/rRnb0Uhp6o ^NC,question_message,DELIVERY_ISSUE,0.96,False,,True,DELIVERY_ISSUE,False,fallback-to-autolabel
175,"@120533 Bonjour, aucune nouvelle d’une commande prime devant être reçu ce jour avant 20h, que faire ?","@442624 Bonjour, désolée pour cela, que dit le suivi de votre colis je vous prie ? ^KE",question_message,ORDER_STATUS,0.96,False,,True,ORDER_STATUS,False,fallback-to-autolabel
176,@130293 buenas¡ hay fecha de estreno para la tercera temporada de Mozart in the jungle en España???,"@184678 Hola Guillermo, te invitamos a mantenerte pendiente al sitio web. Cualquier novedad será anunciada en nuestra página. ^LG",question_message,TECHNICAL_ISSUE,0.62,False,"User is asking about content release date, which does not fit other categories; handled as a service inquiry.",True,TECHNICAL_ISSUE,False,fallback-to-autolabel
177,"@115850 
what the hell!!? Why do I have to pay more from my prime account? Please explain. @117795  @115821 https://t.co/EfQnuuxqy4",@672038 I understand your concern about the price variance. I have checked from our end and the price seems to be the same i.e. Rs.749. Please recheck if the product is sold by the same seller. Different sellers may offer different prices for the same product. ^PJ,question_message,PAYMENT_ISSUE,0.96,True,Customer is angry about an unexpected charge on their Prime account (payment dispute).,True,PAYMENT_ISSUE,True,fallback-to-autolabel
178,"@AmazonHelp Nothing Special ... Just an apology, requesting to bear &amp; asking for more time. I fail to understand what kind of mega project are we discussing/deciding where it is taking MONTHS to solve this matter. Escalated till CEO Amit Agarwal for approval?","@122715 I get your disappointment, Ravi. Request you to reply to our email with any further queries. Appreciate your understanding. ^HS",question_message,CUSTOMER_COMPLAINT,0.93,True,"Customer is highly dissatisfied and demanding faster resolution, indicating a need for higher‑level handling.",True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
179,@AmazonHelp @115821 @AmazonHelp @115850 what good is amazon prime for me then? when it doesn't even work.,@549803 I'll be sure to pass your comments as feedback to our concerned team for review. ^GS,question_message,TECHNICAL_ISSUE,0.92,False,"Standard service issue, not a legal or high‑severity complaint",True,TECHNICAL_ISSUE,False,fallback-to-autolabel
180,"Hola @116928 , ¿pará que año me van a llegar mis pedidos más o menos? Llevo ya casi 1 mes y medio esperando.","@708128 Hola, ¿cuál es la fecha estimada de entrega que se te brindó en el correo de confirmación del pedido? ^KS",question_message,ORDER_STATUS,0.97,False,,True,ORDER_STATUS,False,fallback-to-autolabel
181,@AmazonHelp Yes it still says dispatching soon. Arriving before 8pm but that's not happening is it?,@652193 We can take a closer look at the details if you would like to contact us. Just click the link here and follow the prompts:  https://t.co/JzP7hlA23B ^EM,question_message,ORDER_STATUS,0.96,False,,True,ORDER_STATUS,False,fallback-to-autolabel
182,@AmazonHelp This is what I was talking about...!!? Why did Amazon using Aramax to deliver their hero product...!!?? https://t.co/RmEUdMQgQA,"@466086 Also, don’t provide your order tracking details as its personal information. Our Twitter page is visible to public. 3/3 ^RS",question_message,DELIVERY_ISSUE,0.92,False,Customer is upset about delivery partner but no legal threat or severe issue,True,DELIVERY_ISSUE,False,fallback-to-autolabel
183,@AmazonHelp When @138673 4 (Rs. 7000) will come into flash sale? I'm waiting since a long time.,@184046 I get your concern. Currently we don't have an update on stock availability of the 16gb variant. Please stay tuned. ^HA,question_message,CUSTOMER_COMPLAINT,0.72,False,Not a legal threat or payment dispute; can be handled automatically,True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
184,@AmazonHelp you've taken £7.99 out of my account... but I've already paid for a years prime membership in full on the 7th this month??,"@415997 Hmm... that's odd. What's does your statement show the charge ""description"" as? ^MJ",question_message,PAYMENT_ISSUE,0.96,True,customer disputes a charge on their account,True,PAYMENT_ISSUE,True,fallback-to-autolabel
185,"@AmazonHelp @4984 Welches Sprachkommando muss ich nutzen, damit Alexa meine gespeicherten Songs abspielt? Wenn ich ""Spiele meine Songs"" sage, kommt immer nur ""Spotify wird fortgesetzt"" und sie spielt was auch immer vorher lief.","@308324 Hi, um über Alexa Spotify zu starten kannst du den Befehl ""Spiel Spotify"" nutzen. Hier findest du weitere hilfreiche Befehle: https://t.co/IV5bJ0dqBM Liebe Grüße ^TA",question_message,TECHNICAL_ISSUE,0.96,False,,True,TECHNICAL_ISSUE,False,fallback-to-autolabel
186,@115850 awesome. Would it adjust nicely with AVR and speakers?,@162783 Echo Dot devices connect to most Bluetooth speakers that support A2DP. Bluetooth speakers requiring 1/2 ^NK,question_message,PRODUCT_ISSUE,0.86,False,"Not a legal threat, payment dispute, or angry complaint; simple product compatibility question.",True,PRODUCT_ISSUE,False,fallback-to-autolabel
187,@115850 Tracking #: 118108442803.The product is scheduled to be delivered tomorrow.By any chance can it be delivered today? Humble request,"@326548 able to promise an early delivery. Please don't provide your order details, (2/3)^AU",question_message,ORDER_STATUS,0.96,False,,True,ORDER_STATUS,False,fallback-to-autolabel
188,@AmazonHelp That was not the question! What about the Calling card to say the courier has actually been? Do you not use these any more?,@589009 Sorry there was no calling card left. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS,question_message,DELIVERY_ISSUE,0.92,False,"Standard delivery inquiry, no legal threat or high‑severity issue",True,DELIVERY_ISSUE,False,fallback-to-autolabel
